0.000000 0.100556 -10.081984
0.038307 0.189142 -9.952697
0.064643 0.069432 -9.988609
0.031125 0.088585 -10.074800
0.045490 0.146046 -10.211270
0.002394 0.146046 -10.043676
0.055067 0.131681 -10.096349
0.011971 0.004788 -10.297462
-0.004788 0.136469 -10.077195
0.050278 0.126893 -10.043676
0.067038 0.093374 -10.204087
0.043096 0.179565 -10.012551
0.021548 0.119710 -10.103531
0.033519 0.040701 -10.218452
0.045490 0.112527 -10.144233
-0.067038 0.117316 -10.144233
0.043096 0.057461 -10.180145
-0.004788 0.098162 -10.055647
0.014365 0.021548 -10.031705
-0.014365 0.100556 -10.144233
0.052672 0.167594 -10.048465
-0.007183 0.134075 -10.062830
0.040701 0.126893 -10.074800
0.062249 0.112527 -10.098742
0.047884 0.114922 -10.017340
0.026336 0.079009 -10.103531
0.093374 0.040701 -10.208876
0.114922 0.141258 -9.991004
0.016759 0.169988 -10.043676
0.038307 0.076614 -10.232818
0.079009 0.110133 -10.038888
0.040701 0.114922 -10.086772
0.002394 0.100556 -10.096349
-0.035913 0.071826 -10.113108
0.059855 0.045490 -10.144233
0.014365 0.086191 -10.184934
0.021548 0.086191 -10.038888
0.002394 0.071826 -10.017340
-0.009577 0.124498 -10.108319
0.102951 0.093374 -10.151415
0.059855 0.174777 -10.062830
0.050278 0.076614 -10.110714
0.038307 0.110133 -10.199299
0.023942 0.076614 -9.995792
0.026336 0.055067 -10.091560
-0.028730 0.110133 -10.137050
0.076614 0.160412 -10.002975
0.088585 0.067038 -9.967062
0.069432 0.040701 -10.180145
0.067038 0.126893 -10.091560
0.016759 0.150835 -9.974244
0.057461 0.090980 -10.158598
-0.009577 0.086191 -9.964667
0.033519 0.124498 -10.055647
-0.002394 0.114922 -10.127473
-0.009577 0.055067 -10.048465
0.033519 0.114922 -10.115502
0.023942 0.126893 -10.120291
-0.033519 0.050278 -10.117896
0.045490 0.083797 -10.156203
0.038307 0.081403 -10.103531
0.043096 0.086191 -10.113108
-0.004788 0.055067 -10.149021
0.023942 0.098162 -10.117896
-0.028730 0.086191 -10.058042
0.000000 0.026336 -10.070012
0.033519 0.110133 -10.034100
0.045490 0.165200 -10.031705
0.040701 0.093374 -10.077195
0.057461 0.047884 -10.101137
0.011971 0.071826 -10.113108
-0.007183 0.102951 -10.151415
0.019154 0.119710 -9.983821
0.016759 0.083797 -10.132261
0.064643 0.081403 -10.072407
0.004788 0.129287 -10.070012
0.098162 0.160412 -10.007763
0.028730 0.126893 -10.149021
0.064643 0.155623 -10.089166
0.052672 0.100556 -10.010158
0.052672 0.055067 -10.156203
