0.030560 0.180480 0.017680
0.030960 0.180880 0.020800
0.032080 0.180480 0.021600
0.031680 0.178400 0.029360
0.031440 0.177040 0.036560
0.030800 0.174000 0.046000
0.034400 0.172240 0.054800
0.043600 0.169440 0.071040
0.052640 0.169360 0.077600
0.068320 0.170080 0.082960
0.079120 0.170960 0.086480
0.088080 0.172320 0.084960
0.101760 0.174640 0.084080
0.113040 0.175600 0.082320
0.128240 0.175920 0.080560
0.138320 0.175680 0.077840
0.149840 0.175840 0.073040
0.158640 0.174480 0.070240
0.171280 0.169920 0.068400
0.178800 0.167280 0.065600
0.185040 0.164320 0.064080
0.191760 0.162160 0.060320
0.195520 0.159760 0.059360
0.196640 0.157840 0.057840
0.194800 0.159280 0.057760
0.184320 0.166240 0.056640
0.174400 0.172320 0.054880
0.161600 0.177040 0.054400
0.141840 0.182560 0.055200
0.128000 0.185680 0.055440
0.104880 0.188000 0.054320
0.089520 0.186800 0.054720
0.064080 0.184960 0.053680
0.046080 0.181040 0.048240
0.021680 0.177200 0.036720
0.008640 0.171040 0.029600
-0.004720 0.165280 0.023280
-0.024720 0.153760 0.007680
-0.035760 0.145680 -0.006960
-0.049760 0.131120 -0.025680
-0.056320 0.120320 -0.039920
-0.061360 0.103040 -0.066800
-0.059040 0.085040 -0.092000
-0.054240 0.073280 -0.110160
-0.041520 0.053280 -0.133920
-0.030240 0.040000 -0.148080
-0.015040 0.023040 -0.161680
-0.008400 0.017280 -0.164640
-0.003440 0.012720 -0.167360
0.002320 0.011680 -0.168560
0.017040 0.007360 -0.173600
0.024960 0.007760 -0.176080
0.038480 0.013680 -0.179440
0.050720 0.019120 -0.181040
0.074560 0.038480 -0.181680
0.091680 0.055840 -0.178480
0.113200 0.084080 -0.168720
0.112960 0.099440 -0.160480
0.101520 0.115360 -0.153520
0.083120 0.136000 -0.137680
0.072640 0.145760 -0.126560
0.054560 0.158160 -0.105840
0.043120 0.164400 -0.090160
0.028480 0.170800 -0.063840
0.021760 0.172240 -0.046800
0.010560 0.170800 -0.017520
0.003840 0.168320 0.004320
0.003520 0.164640 0.025040
0.007760 0.157520 0.054240
0.012640 0.151120 0.073760
0.022640 0.138560 0.099600
0.032800 0.129200 0.114080
0.048560 0.114400 0.133360
0.058560 0.101200 0.144640
0.078400 0.076960 0.158080
0.093280 0.064160 0.162880
0.107040 0.048640 0.166640
0.125360 0.024400 0.166720
0.140080 0.014000 0.164560
0.159440 -0.002640 0.155520
0.173280 -0.013680 0.148080
0.195360 -0.024320 0.131040
0.210080 -0.027360 0.117280
0.224160 -0.027200 0.103120
0.240560 -0.027440 0.081600
0.249600 -0.026480 0.064000
0.259520 -0.022080 0.038000
0.263120 -0.018240 0.019280
0.267280 -0.006240 -0.006560
0.267680 0.004400 -0.016400
0.268320 0.019760 -0.031280
0.267840 0.027760 -0.038640
0.264960 0.043520 -0.048240
0.264800 0.054240 -0.051200
0.261520 0.074000 -0.053760
0.257840 0.088880 -0.054000
0.253920 0.102480 -0.051920
0.246240 0.119760 -0.051920
0.240640 0.131040 -0.050960
0.227760 0.147680 -0.052240
0.217120 0.160160 -0.051520
0.197600 0.177360 -0.045920
0.184720 0.187040 -0.039280
0.164160 0.198480 -0.029440
0.149040 0.204080 -0.022480
0.133680 0.208720 -0.015760
0.106480 0.210960 -0.010320
0.088800 0.211600 -0.014640
0.063680 0.207920 -0.028560
0.047120 0.202720 -0.036800
0.025360 0.192320 -0.049440
0.013200 0.182400 -0.062160
-0.002720 0.164080 -0.081680
-0.010480 0.151360 -0.093600
-0.015680 0.130800 -0.114640
-0.016160 0.115440 -0.129440
-0.007600 0.090560 -0.151440
0.002400 0.074800 -0.165120
0.022320 0.050560 -0.179760
0.038240 0.033520 -0.186800
0.071040 0.011760 -0.191840
0.095840 0.000720 -0.189760
0.130000 -0.011360 -0.178240
0.145840 -0.016240 -0.168080
0.162480 -0.015680 -0.152480
0.168320 -0.011040 -0.141280
0.171200 -0.000480 -0.128880
0.169200 0.003360 -0.123600
0.167360 0.009680 -0.120000
0.169440 0.016000 -0.116800
0.171600 0.028720 -0.114640
0.173600 0.036960 -0.116880
0.174720 0.052960 -0.120560
0.173360 0.066880 -0.123200
0.169520 0.083520 -0.125280
0.154640 0.109520 -0.125840
0.140400 0.124720 -0.124400
0.113760 0.146160 -0.115760
0.091440 0.158560 -0.102880
0.060160 0.167120 -0.082880
0.041280 0.168320 -0.070160
0.013840 0.165680 -0.044000
-0.001760 0.160800 -0.020000
-0.013200 0.153840 0.009360
-0.014080 0.150000 0.026800
-0.014480 0.138320 0.061200
-0.004240 0.128960 0.087680
0.013200 0.118800 0.112560
0.033760 0.098640 0.138160
0.043680 0.083920 0.150240
0.059360 0.065760 0.161280
0.067040 0.059360 0.165120
0.084720 0.040800 0.171360
0.101520 0.027200 0.173760
0.127200 0.013760 0.171520
0.143040 0.009520 0.167760
0.162400 0.005520 0.160400
0.192640 0.002960 0.145120
0.207040 0.006560 0.134800
0.225680 0.008800 0.117680
0.235520 0.008320 0.106240
0.245680 0.014880 0.095680
0.250320 0.021440 0.088720
0.254640 0.029840 0.081120
0.257680 0.032320 0.077360
0.259440 0.033680 0.073360
0.263040 0.036880 0.067600
0.264400 0.040800 0.064560
0.266080 0.049760 0.060000
0.266960 0.056320 0.056560
0.266480 0.066480 0.053600
0.266000 0.072560 0.053360
0.265280 0.079280 0.050320
0.265040 0.084880 0.047600
0.265360 0.090160 0.044160
0.264320 0.097440 0.038640
0.262720 0.103680 0.037520
0.258000 0.113520 0.036560
0.255840 0.120080 0.035040
0.250320 0.130960 0.032240
0.244640 0.138720 0.029840
0.239680 0.146560 0.028400
0.228000 0.158880 0.028880
0.219520 0.167600 0.026000
0.204880 0.180080 0.022000
0.193680 0.187040 0.020960
0.173760 0.197040 0.017840
0.159440 0.202480 0.013680
0.138960 0.207760 0.004320
0.124880 0.209440 -0.000640
0.107040 0.210880 -0.006240
0.082880 0.209520 -0.016560
0.066320 0.204400 -0.028240
0.040400 0.196160 -0.042480
0.024400 0.188640 -0.047520
0.004640 0.174480 -0.063200
-0.001680 0.163920 -0.079920
-0.008880 0.146720 -0.101600
-0.012240 0.136320 -0.113040
-0.012320 0.121360 -0.127600
-0.009280 0.114000 -0.136480
-0.001120 0.101440 -0.152240
0.008880 0.092960 -0.162400
0.030080 0.085440 -0.175600
0.043760 0.080960 -0.181360
0.061520 0.072960 -0.188720
0.074640 0.068160 -0.190160
0.093920 0.060800 -0.193040
0.105200 0.058800 -0.192880
0.117040 0.059440 -0.191360
0.121840 0.058080 -0.189600
0.127920 0.057680 -0.188160
0.139360 0.058640 -0.184880
0.147920 0.060560 -0.180560
0.158320 0.064000 -0.175600
0.159280 0.065280 -0.174160
0.156160 0.075440 -0.171840
0.150480 0.084160 -0.169920
0.144720 0.095680 -0.166880
0.129920 0.112080 -0.161680
0.118160 0.122880 -0.156400
0.097600 0.137600 -0.146880
0.082160 0.146640 -0.136800
0.055920 0.159840 -0.116480
0.036400 0.167760 -0.094000
0.012640 0.174240 -0.050400
0.003360 0.175120 -0.021440
0.000480 0.173760 0.007200
0.006880 0.164560 0.058080
0.020640 0.155360 0.090000
0.058160 0.141040 0.123760
0.085440 0.129680 0.136640
0.123040 0.110960 0.147920
0.150240 0.095520 0.147600
0.187600 0.076080 0.137360
0.210880 0.066240 0.122480
0.230000 0.063120 0.102960
0.249040 0.066720 0.071760
0.255920 0.073280 0.052880
0.258320 0.089360 0.030800
0.256640 0.101840 0.019920
0.252640 0.117760 0.003120
0.247840 0.128240 -0.006800
0.236080 0.145840 -0.021360
0.224720 0.158400 -0.026240
0.210800 0.171760 -0.027120
0.185600 0.187920 -0.021760
0.165520 0.196800 -0.014720
0.129760 0.206240 -0.003440
0.102560 0.207520 0.000720
0.067680 0.204720 -0.001280
0.043440 0.199600 -0.005440
0.009520 0.185280 -0.016560
-0.008640 0.174800 -0.026800
-0.023680 0.158720 -0.052720
-0.024880 0.148240 -0.079760
-0.018560 0.131200 -0.114240
-0.010560 0.123200 -0.130160
0.008720 0.111360 -0.153520
0.025840 0.101040 -0.167440
0.063040 0.084480 -0.185280
0.091920 0.072560 -0.191520
0.127840 0.062480 -0.190560
0.149760 0.056640 -0.184560
0.172160 0.049440 -0.176080
0.194560 0.044400 -0.160880
0.205520 0.044400 -0.151360
0.220400 0.046160 -0.132720
0.228880 0.047520 -0.120400
0.234960 0.051200 -0.109520
0.237360 0.055360 -0.104080
0.234880 0.062320 -0.102800
0.234960 0.061760 -0.103920
0.234400 0.058080 -0.107520
0.230800 0.055760 -0.112960
0.228160 0.048880 -0.117600
0.226000 0.020960 -0.123200
0.220720 -0.007200 -0.123280
0.205040 -0.046080 -0.123680
0.192720 -0.064880 -0.123840
0.175360 -0.090560 -0.119120
0.166480 -0.105600 -0.111040
0.157920 -0.124320 -0.093280
0.152720 -0.134080 -0.080800
0.140000 -0.143360 -0.073440
0.124080 -0.151440 -0.069040
0.114640 -0.154400 -0.068160
0.102880 -0.155200 -0.072800
0.095520 -0.154400 -0.077360
0.088400 -0.148560 -0.092240
0.082000 -0.141120 -0.105280
0.067440 -0.124000 -0.128000
0.055200 -0.108640 -0.141040
