3.459	173
3.728	176
4.001	175
4.727	172
5.292	179
5.526	249
5.793	339
6.026	345
6.259	341
6.525	344
6.791	348
7.024	345
7.225	343
7.524	346
7.823	349
8.257	343
8.589	345
8.822	348
11.995	343
12.154	347
12.387	345
12.619	347
12.82	343
13.183	328
13.386	239
13.719	184
13.952	174
14.151	172
14.451	175
14.652	174
15.018	177
